id,score,weight
09ebae8bd91e4ff89626cf1b7490a793,682,0.14140598338689336
81768a19d7a442f2acecad5aba5b4055,79,0.17055317688631988
d8125536ce4340d5bb4017d5df9d9d66,970,0.38441120433092324
a76c99baee8643a7a70a9b5be66c32e9,504,0.8086563538024835
ab9c84bfd5dc4df6890592542672db53,8,0.405225373851537
fca82abf5f9b43a0ad129b00f5ab0be4,591,0.6616928479307342
f807d69ba95d417c8fcca52ea209dad9,268,0.009265922355567113
9157bba1cfda45ed870d1843eea6a27d,249,0.8002807397861811
e75684377adb49beafee6aa86891f880,251,0.6768140733955537
9d8c033cdba34555828185b4f98ad68f,213,0.8926729906267515
cf37c9827e4a41f2a9ce0016779de1b7,743,0.2599335477559772
08ed638e18fe4bca94ea014942a6c8d3,493,0.48404111750665824
f730c2fe5b8446f1ac5f4f206cebbb95,263,0.8299784479846183
7ce000b4d9894e289c2ce2876f30e1a7,138,0.8541944122010594
e42bf79895804965891aa875c002c72b,224,0.12916065430360224
979a0d307fbd4501b4c90dcc9146c357,415,0.49099562521349827
e701f71e5e6f4f71a90d1a0b0f2c877c,361,0.21083548155554055
0066c69819c74f24a1ca5a83956a247e,650,0.0196260190002282
445262f4239b410cac97b147e8830858,334,0.6679114178980867
a485abea7252416d8b10f867a467aea8,729,0.6482151242766705
10f21c57be9345e9ad3015d1285e9c9d,160,0.5766198204644872
d8f3ada0e2c6489c93d4be1a450b53df,98,0.5760668141148232
7858fa9e4b474f0f9a7ace1fb03717ae,572,0.2331437183782713
404a7a88a2df426c80ff6aa9ad84e31f,567,0.9254259056036263
b1ec3ee3a0e64305b61c743b8c10eb1c,816,0.3557417655122913
9a27154c3e9c489cb3bac3493e1d813d,502,0.06414924592567417
cd5670b115f04b1fa14ea5a692788e4b,250,0.5926948154568129
f77d974755aa4f74be45f950d1c2716b,348,0.5883657049967881
9425321160ff485a8e07c84b90363003,283,0.22951813002805033
cdbda9d846974b5f83ac571f2a87453e,368,0.4080382924734991
324c5d2f67fa49a1a70ace450cb9002c,67,0.09086413787554715
8dbcbc1909b34f35a62cb03097e3b063,903,0.5729479280366235
ebe7d1bbcdb14b4e9600681ef047367f,246,0.16466441563745715
f1bd0b40cad241f88e4d2161d8228046,548,0.047019446959104094
55e6810872fb4feb89784e9af7c8492c,306,0.09168176402381423
b88203a228fb43a29d418006674e4689,686,0.4300723250447581
8c4527c0292449769f4b38e829d8ca5e,356,0.5333917087028974
ee33a9e158734af882ac233582c01c30,408,0.41268063508620545
1074ef866fa0438e8c0187fb98179ee2,23,0.15162582400571478
3fc25d3f0fb14edeb97565e9f54ef755,812,0.2829496709074283
ba0355697a1a4a4cab0669644d79c929,258,0.7910852000995685
70d6e77c81da48d395278842c9d519d1,305,0.6092984597404756
71d75b9bc056443191a909b02c8139b5,816,0.20567983758867714
31ac0416fa2c4390a2c44c013931578e,629,0.13888185269007114
781e0abc69cc4cbcaa3ceb2a88828dc0,855,0.7082180065227892
1917cb5d0bea48d5bf8392b59218b69f,328,0.4873336880144038
d30fa770c227486fae3b91babe630c8f,965,0.9029496911226006
2d1c1d9b05674bc09bf31570f6c96637,262,0.1416904831728727
093ea1c1ed874f6a85645d3a7469974f,655,0.4134109376163565
3df02cfbe37647859255512cb144a8ee,563,0.5979947993483896
af566b6911ec4ef6af691c2d16072d92,949,0.8203180780973186
ec2a2a57b8524b5b80a7ef1cd2091022,395,0.20992294364096942
cd7c9911347340fa9be9ad9a7b90808a,796,0.4603030577975368
f0c995ad9d344dd6a60953eae7503b94,479,0.8870862854352201
8a48b2c5a7314545a60a7967f55650a6,542,0.8814042474141286
c1e8dba510d74dadaf378e4699d7a01c,16,0.23446944283396975
ad50a8297d764653822016ed03035c94,281,0.9159348519916004
ed9aebe7d9f94e69bffe83b887c38228,347,0.6446423484320154
0f3e76f8a20b45d2bd74f6626fee3408,341,0.9768926476137629
06f1d73dab6e4ab792bc1204b986d5c5,785,0.09655398468839249
bc53caae4a3f4630b70c64cfc19ab924,723,0.6383335626918439
c2e0ef9d6bfd4a609b07e67f432c3a45,336,0.7483493171567853
1935dbe89c2a4ef8afb7fedff747d120,475,0.6314502089437122
950b07803d074ee4a1902e2b2c14d804,854,0.186851226703586
0637f929e4274a6bbe5c889d876358a1,893,0.6934639549197811
e44126cd033644ad86e32afc484b92cc,196,0.8080546591490652
f3225717365b422891ab38df70e8c1e9,455,0.9991921190542206
db73a683209941b2803fed827af065fd,759,0.5667349108195693
98ab8e5e882943239986bb36698ed682,728,0.40608472334320755
a9774409dafb44f3ade000d9c23696a7,893,0.47968991688764273
1a83e39c66524d1fa6c964c44c1cad14,198,0.4480845426214014
cf4e1d4e961d4e1abb1cb4f53e9c1e95,342,0.10576857576714338
f1ee4e7116804430923706347047aa99,484,0.1666176531863881
bff44e42e65a4ad4ac07335b60bb19ee,634,0.12302120876978395
1fe9c86c6b294a2bbfcd84468e47b80c,268,0.26476366610787094
0ac1cb513899491e9cea9faee890c041,595,0.7822584720478487
72a72e8459264073b2b7437c8a95125c,278,0.5700592076888947
615a9e62e5ce4cf4aca87290e267a339,181,0.6414778632626111
525b50eca456493e8210e25e3dcd4006,374,0.3728574313945552
17180ced1fc44f7a89fc9721ebe46ae1,null,0.25714077565952886
7801fde51c72402ea9a15eed086d8b8c,839,0.15828014234662302
99e61e773501435990b42298cca7efd8,93,0.8859697086062734
145ca416fe654cb2bb6c612bdd215974,862,0.5047443961286503
a90d55c6f01b41ec845e4a64a084e667,749,0.9711716106622996
bbd4fd56d2a84890bc6ceac4263e3e7a,702,0.3106838641696349
5fb5e3fef2d24360bed33d1054774896,407,0.40952887486507694
43352da4b3134a35be592f3d03de7fba,970,0.6403756234646065
0a869d9c938f489e9de4ffeb47a19011,463,0.5012179009433372
50cefbea89d7476f9fe1cf69d55ee835,91,0.18891491257964987
54bbc204fde5426e994215ab60b4c314,596,0.716626693926537
aa1b636dd33f49caa020524be7443df3,978,0.16579725413314383
720854eb69e64a87a8254cd509fe4729,650,0.10766326169865603
3f99f86cb5d447a1a6e19914dd5dd11f,200,0.01979256664910445
3277a470a9e6470ca6644791b4861729,277,0.9103118529503196
f5ad36139fd5499ea5660fbe3bb1553a,716,0.5936938854793723
f2673a655579459fa636f0144516754e,95,0.16018065656333558
09864dd50a964b45a3037b24de78f887,941,0.9994271766484025
19cabc2e259749b3831c9fd5761cb761,315,0.8614659137193807
451cf4e4cfaf4da38736e89472f6e7c4,965,0.610853632606773
30dfc03979dc4c20892e6298c00e8a65,135,0.026389842573635858
54b8948989a0495a865229a84e26c34c,791,0.2449747732510963
86beb1ea1162490d9d721ac6f86120dd,595,0.6264199054927403
3b27ab89228c4be0ac2185a3eca9705e,702,0.002036046070154174
bb92e1593f7e4e8f9b49a7a1ed225fa2,605,0.6145964139416273
7a0eb2c283dc4b89b12f72eb20169b78,885,0.20498556906062637
63dbc2e1acfd4c0d845869540d5b59d4,62,0.8502421923220823
5a02d5bbbfd34d31a44bf9d8bb255064,304,0.7722803554172348
984cddc1fa9c4b94a9cc5569a88da3aa,618,0.8796551888039046
65981f6df5864db3a85b9b91c66af594,616,0.8829715254865749
0f56b260672b42efac1474797a74221e,526,0.7008880245401364
cd09cf32dc1b4acf81ca23c96a8f2918,822,0.7230755595789569
bf2203154dea4884bc3e23d13a10b4e5,994,0.5161520968594024
578096c97bf942389e5ca336e0fedf05,29,0.9216918892237282
e8ccda144af24fe8aebecd78a9d27d9a,123,0.48116637712396637
6345cee3bf314e66ab7af062bd0b7969,23,0.30175156623211274
3047a6ef3f134f48a506473c453c84fd,853,0.7960571553048539
b39f0f1b6a5d493e838f82fb8fcac6b4,322,0.7496517131661811
856d2c92fdfb43d690eb73aa95381f60,190,0.3175730194163321
62351dc9dadd4737b01a3f53b1da8519,52,0.7545452182543965
06c8dbbd14b94c828a50794b8c6c479c,297,0.06365445998620622
a68d0d11859c4035b27f00c0d3c7a053,169,0.49021382546911607
b0b920df2e254f56b5d9ed7f098a3233,885,0.19328430058316237
5be97abd5d95486b854994e755743ea2,388,0.2855207127850885
69539c0938cf4392942fbbf36c5e8359,179,0.0181580898980932
fc1d03c63c1347818f7ac8977cdc78eb,509,0.4832028123735136
81ac00b701284c70a67a9bdab5492cd7,637,0.4021938800811411
b18cc25c35c74606803c9719351fea12,970,0.9162339868820782
894c8827d47343308d51061ddabf2d02,61,0.3176097044975432
c7c4cab8166a494580647625cc90ed0d,832,0.0464720212094899
b57cfdedb2504e3791ee05dcc8f245b0,428,0.18638109917559265
8b0eb6ba7f464badbc1c63e09ad38cbf,887,0.21195193864994877
a28a799c4abe4920bb2f0336ffd6b90c,753,0.6844319404313917
78605fbd32ae49e68027e7c15619b585,78,0.41002284737919603
79c9bb24ba1c43b3becb568c05f0a302,613,0.6747642159162504
a656fd76d89c44b8a399efdc5a1417ac,625,0.6934686983723769
6937431955ac495eac6b2c22f74eee23,924,0.02576343126562075
f05fdd5d534249b8bf31586c0da0fecc,664,0.6591999166151622
154a757a27d3405ca3c7c14eec8da8d0,527,0.1692394965592816
420c116b324c473bbea59b70341b4cfa,880,0.09008375896241771
54fba4723d1f4c018bb0c3ae5f1ff98c,231,0.7771860150634011
864ed3d3992d433084ea5261d919b01f,248,0.5194006204394048
776c78e09d33440a8c67f8b6877921bd,462,0.589030132950477
0f5a4fa68aa949c39eb833c9ee6c1000,513,0.15696677554081906
5643c2e4e9e0427a9ecfb0ccec9a1614,647,0.8978031725691136
c36b4dd68c49487fadaccbf3cedcd445,877,0.06767064150665325
cbb3fa6e5d4c44d4b3e31b3834f3c579,675,0.35633887424713606
5da15469477d401aac98606f2904b444,209,0.42366251510219044
8c31950b80d54d34bd6d494aedd4d3ca,893,0.5833505108982988
9ecb4707773447b8a028779c78bdebfd,122,0.0534236470842856
f43192fc08ff40b48e21b742eaf7e1e1,719,0.9181611835035566
